name,chunk_id,paper_id,context,measurement,value,units
Kenya,43,0,<tr><td>Ivory Coast</td><td>1047</td><td>750</td><td>3355</td><td>830</td><td>1238</td><td>750–3355</td></tr>  <tr><td>Kenya</td><td>314</td><td>320</td><td>618</td><td>339</td><td>163</td><td>163–618</td></tr>  <tr><td>Laos</td><td>718</td><td>1523</td><td>1388</td><td>1163</td><td>1870</td><td>718–1870</td></tr>  <tr><td>Liberia</td><td>506</td><td>515</td><td>1302</td><td>543</td><td>707</td><td>506–1302</td></tr>,carbon_sequestration,163,Mt C a^-1
forest classification scheme,20,0,"Biome averages, however, are freely and immediately available and currently provide the only source of globally consistent forest carbon information. For these reasons, and despite the uncertainties, biome averages continue to be the most routinely used source of forest carbon stock data. Moreover, biome averages provide an important starting point for a country to assess the relative magnitude of their emissions from deforestation and degradation (IPCC Tier 1). Here we have compiled biome-average carbon stock estimates from prominent data sources (table 2). We attempted to trace the original source data and explain all modifications made by the biomass dataset producers, but that was not possible in every instance. We also standardized assumptions about carbon storage in different pools to allow true comparison.We calculated a range of forest carbon stock estimates for each tropical country by applying the standardized biome averages to the widely accepted forest classification scheme of the Global Land Cover 2000 (GLC 2000) vegetation map (stratified by FAO ecological zone map) and then overlaying country boundaries in a geographical information system (table 3).",carbon_sequestration,None,Mt C a^-1
Paraguay,50,0,<tr><td>Panama</td><td>509</td><td>763</td><td>685</td><td>549</td><td>—</td><td>509–763</td></tr>  <tr><td>PNG</td><td>4154</td><td>8037</td><td>7075</td><td>5160</td><td>—</td><td>4154–8037</td></tr>  <tr><td>Paraguay</td><td>2831</td><td>3659</td><td>3063</td><td>1087</td><td>—</td><td>1087–3659</td></tr>  <tr><td>Peru</td><td>7694</td><td>11 521</td><td>13 241</td><td>2782</td><td>—</td><td>2782–13 241</td></tr>,carbon_sequestration,1087,Mt C a^-1
Chambers et al 2001,24,0,"Generalized allometric equations also have the major advantage of being based on larger numbers of trees that span a wider range of diameters (Brown 1997, Chave et al 2005). An extensive review of allometric equations concluded that the pan-tropic models were ‘the best available’ way to estimate forest biomass and recommended them over local allometric models that may be based on less than 100 destructively sampled trees (Chave et al 2004). Chave et al (2005) developed generalized allometric equations for the pan-tropics based on an exceptionally large dataset of 2410 trees that can be used to accurately estimate forest carbon stocks across a wide range of forest types.The effort required to develop species- or location-specific relationships will not typically improve accuracy (Chambers et al 2001, Keller et al 2001, Chave et al 2005) but occasionally a localized relationship is warranted, as generalized equationsTable 2. Biome-average tropical forest biomass carbon stock estimates (t C/ha)a.",carbon_sequestration,None,Mt C a^-1
biome-average forest carbon values,55,0,"a Overview of methods used to develop table 3: In most cases, total forest carbon stocks per country were calculated by applying biome-average forest carbon values to a satellite-based global land cover map for the year 2000 (GLC 2000) stratified by the FAO forest ecological zone map (FAO 2001). Gibbs and Brown (2007a, 2007b) applied a rule-based model to the GLC 2000 map. Additional description of data sources can be found in table 2 footnotes. All values are for above- and belowground forest biomass carbon stocks (trunk, branches, roots). Units expressed as million tonnes of carbon (M t C). (1) We attempted to trace each biome average to the original source of data and explain all modifications made by the biomass dataset producers, but this was not always possible. (2) Forest classes from the global classification scheme of GLC 2000 include the following: broadleaved evergreen, broadleaved deciduous open, broadleaved deciduous closed, needleleaved evergreen, needleleaved deciduous, mixed leaf, mosaic, and burnt. All non-forest land cover categories were excluded. (3) Each data set provided different values for different biome types. If only a single forest class was provided it was applied universally to all of the above classes (open and closed). When more than one forest category was provided it was translated and applied accordingly. (4) Note that only Gibbs and Brown (2007a, 2007b) account for the impact of human disturbance on forest carbon stocks. All other estimates use the same biome-average carbon value for all forests within each broad class regardless of their condition—however, we divided the average forest carbon stocks values in half for the mosaic and burnt classes in GLC 2000.",carbon_sequestration,None,Mt C a^-1
avoided deforestation,1,0,"**Abstract**Reducing carbon emissions from deforestation and degradation in developing countries is of central importance in efforts to combat climate change. Key scientific challenges must be addressed to prevent any policy roadblocks. Foremost among the challenges is quantifying nations’ carbon emissions from deforestation and forest degradation, which requires information on forest clearing and carbon storage. Here we review a range of methods available to estimate national-level forest carbon stocks in developing countries. While there are no practical methods to directly measure all forest carbon stocks across a country, both ground-based and remote-sensing measurements of forest attributes can be converted into estimates of national carbon stocks using allometric relationships. Here we synthesize, map and update prominent forest biomass carbon databases to create the first complete set of national-level forest carbon stock estimates. These forest carbon estimates expand on the default values recommended by the Intergovernmental Panel on Climate Change’s National Greenhouse Gas Inventory Guidelines and provide a range of globally consistent estimates.**Keywords:** deforestation, tropical forests, forest biomass, carbon stocks, emissions, forest inventory, UNFCCC, REDD, LULUCF, avoided deforestation**1. Introduction**",carbon_sequestration,None,Mt C a^-1
satellite-based estimates,73,0,"Here we have provided IPCC Tier 1 estimates of national-level forest carbon stocks that can be used immediately by countries and policy-makers. Each country will need to use expert judgment based on financial, time and capacity constraints in deciding whether to use higher Tier methods. In many countries it may be more feasible to rely on ground-based inventories rather than remotely sensed data to estimate forest carbon stocks, as labor costs are often low compared to installing and managing high-tech remote-sensing equipment and expertise. However, satellite-based estimates of forest carbon stocks will likely be more accessible over the next decade as new technologies emerge and technical capacities are strengthened. Collecting additional ground-based data using an appropriate sampling design that accounts for both forest type and condition will be necessary regardless of method and a critical next step for improving the understanding of carbon stocks and fluxes in tropical forests.Acknowledgments",carbon_sequestration,None,Mt C a^-1
Tropical dry forest,26,0,<td>—</td>    <td>—</td>  </tr>  <tr>    <td>Latin America</td>    <td></td>    <td></td>    <td></td>    <td></td>  </tr>  <tr>    <td>Tropical equatorial forest</td>    <td>200</td>    <td>—</td>    <td>—</td>    <td>193</td>  </tr>  <tr>    <td>Tropical seasonal forest</td>    <td>140</td>    <td>—</td>    <td>—</td>    <td>128</td>  </tr>  <tr>    <td>Tropical dry forest</td>    <td>.55</td>    <td>47</td>    <td>—</td>    <td>126</td>  </tr>  <tr>,carbon_sequestration,47,Mt C a^-1
FAO Forest Resources Assessments,18,0,"• Analysis of forest inventory data archived by the FAO and others have also been used to develop biome averages. Forest inventory data can provide high quality information for a particular region, but existinginventories were generally not collected using sampling schemes appropriate for the biome scale. Country-level estimates of forest carbon stocks reported in the FAO Forest Resources Assessments are also based on forest inventory data, but these estimates are highly suspect because of inadequate sampling for the national scale and inconsistent methods (Brown 1997, FAO 2000, 2005). In the latest FAO report, national forest carbon estimates based on inventory data remain very questionable, with more than half of tropical countries relying on ‘best guesses’ rather than actual measurements (FAO 2005).",carbon_sequestration,None,Mt C a^-1
India,42,0,<tr><td>Guyana</td><td>2494</td><td>3742</td><td>3354</td><td>923</td><td>—</td><td>923–3354</td></tr>  <tr><td>Honduras</td><td>852</td><td>1268</td><td>1123</td><td>901</td><td>—</td><td>852–1268</td></tr>  <tr><td>India</td><td>5420</td><td>8997</td><td>5085</td><td>7333</td><td>8560</td><td>5085–8997</td></tr>  <tr><td>Indonesia</td><td>13 143</td><td>25 547</td><td>25 397</td><td>16 448</td><td>20 504</td><td>10 252–25 547</td></tr>,carbon_sequestration,8560,Mt C a^-1
"Whittaker R H and Likens G E 1973 Carbon in the biota Carbon and the Biosphere (AEC Symposium Series 30) ed G M Woodwell and E V Pecan (Springfield, VA: US Dept of Commerce) pp 281–302",96,0,"Whittaker R H and Likens G E 1973 Carbon in the biota Carbon and the Biosphere (AEC Symposium Series 30) ed G M Woodwell and E V Pecan (Springfield, VA: US Dept of Commerce) pp 281–302",carbon_sequestration,0,Mt C a^-1
Keller et al 2001,22,0,"These are the only estimates of country-level forest carbon stocks to date, and provide an important reference point for policy discussions. The estimates based on the IPCC (2006) default values provide Tier 1 estimates of national carbon stocks that can be used immediately. The other estimates are based on prominent estimates of carbon emissions from deforestation at the global scale (Houghton et al 2001, DeFries et al 2002, Achard et al 2002, 2004). The ground-based and remote-sensing approaches described next could help refine forest carbon stocks estimates for REDD and other incentive mechanisms to reduce emissions from deforestation.4. Ground-based forest inventory dataField campaigns focused on forest inventory measurements and direct estimation of aboveground biomass through destructive harvesting could greatly improve our quantification of forest carbon stocks. Measurements of diameter at breast height (DBH) alone or in combination with tree height can be converted to estimates of forest carbon stocks using allometric relationships. Allometric equations statistically relate these measured forest attributes to destructive harvest measurements, and exist for most forests (e.g. Brown 1997, Chave et al 2005, Keller et al 2001).",carbon_sequestration,None,Mt C a^-1
national-level forest emissions,68,0,"To estimate carbon emissions it is necessary to know the area deforested and the amount of carbon these forests stored. Deforestation will likely be assessed using remote sensing and ideally the same observations will be used both to estimate deforestation and to design the forest carbon sampling matrix and scheme. If forest carbon stocks are collected according to a stratified sampling design it is important that deforestation is estimated for those same strata either through ‘wall-to-wall’ mapping or by ‘targeting sampling’ using the same stratified sampling scheme (DeFries et al 2005, 2007, Olander et al 2007). The average carbon stock value for each forest strata can be applied to the satellite-based forest map to estimate national-level forest carbon stocks or to a map of deforestation to estimate national-level forest emissions. Changes in carbon stocks and emissions could be monitored from satellite-based observations of deforestation once the broad spatial distribution of carbon stocks is well established (assuming deforestation and carbon assessments are compatible).",carbon_sequestration,None,Mt C a^-1
carbon storage,1,0,"**Abstract**Reducing carbon emissions from deforestation and degradation in developing countries is of central importance in efforts to combat climate change. Key scientific challenges must be addressed to prevent any policy roadblocks. Foremost among the challenges is quantifying nations’ carbon emissions from deforestation and forest degradation, which requires information on forest clearing and carbon storage. Here we review a range of methods available to estimate national-level forest carbon stocks in developing countries. While there are no practical methods to directly measure all forest carbon stocks across a country, both ground-based and remote-sensing measurements of forest attributes can be converted into estimates of national carbon stocks using allometric relationships. Here we synthesize, map and update prominent forest biomass carbon databases to create the first complete set of national-level forest carbon stock estimates. These forest carbon estimates expand on the default values recommended by the Intergovernmental Panel on Climate Change’s National Greenhouse Gas Inventory Guidelines and provide a range of globally consistent estimates.**Keywords:** deforestation, tropical forests, forest biomass, carbon stocks, emissions, forest inventory, UNFCCC, REDD, LULUCF, avoided deforestation**1. Introduction**",carbon_sequestration,None,Mt C a^-1
Houghton et al 2001,17,0,"of analyses. Often, ‘best guesses’ are employed as multiple biome averages are combined or modified (e.g. Houghton 1999, Houghton et al 2001, Fearnside 2000, Watson et al 2000, IPCC 2006).Biome averages are based on two main sources of information: compilations of whole-tree harvest measurement data and analysis of forest inventory data archived by the United Nations Food and Agricultural Organization (FAO) and others.• Compilations of point-based biomass harvest measurement data provide direct estimates of the actual forest volume or biomass at a particular site (e.g. Whittaker and Likens 1973, Olson et al 1983, Reichle 1981, Brown and Lugo 1984). While highly accurate for specific locations, these data were collected to describe only very local conditions and cover a tiny portion of total forest area (Brown 1997). Consequently, these compilations could be highly biased (depending on where the individual point measurements are made), and provide only rough approximations of forest carbon stocks over larger spatial scales.",carbon_sequestration,None,Mt C a^-1
national-level forest carbon stocks,73,0,"Here we have provided IPCC Tier 1 estimates of national-level forest carbon stocks that can be used immediately by countries and policy-makers. Each country will need to use expert judgment based on financial, time and capacity constraints in deciding whether to use higher Tier methods. In many countries it may be more feasible to rely on ground-based inventories rather than remotely sensed data to estimate forest carbon stocks, as labor costs are often low compared to installing and managing high-tech remote-sensing equipment and expertise. However, satellite-based estimates of forest carbon stocks will likely be more accessible over the next decade as new technologies emerge and technical capacities are strengthened. Collecting additional ground-based data using an appropriate sampling design that accounts for both forest type and condition will be necessary regardless of method and a critical next step for improving the understanding of carbon stocks and fluxes in tropical forests.Acknowledgments",carbon_sequestration,None,Mt C a^-1
global estimates,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
"REDD (Reducing Emissions from Deforestation and Forest Degradation) - A proposal to provide financial incentives to help developing countries voluntarily reduce national deforestation rates and associated carbon emissions below a baseline. No specific countries mentioned, but implied to be tropical forest countries. However, the text does not explicitly mention any countries. ",3,0,"Despite the importance of avoiding deforestation and associated emissions, developing countries have had few economic or policy incentives to reduce emissions from land-use change (Santilli *et al* 2005). ‘Avoided deforestation’ projects were excluded from the 2008–2012 first commitment period of the Kyoto Protocol because of concerns about diluting fossil fuel reductions, sovereignty and methods to measure emissions reductions (Niles 2002, Gullison *et al* 2007). More recently the importance of including emissions reductions from tropical deforestation in future climate change policy has grown. The United Nations Framework Convention on Climate Change recently agreed to study and consider a new initiative, led by forest-rich developing countries, that calls for economic incentives to help facilitate reductionsin emissions from deforestation in developing countries (REDD).The REDD concept is—at its core—a proposal to provide financial incentives to help developing countries voluntarily reduce national deforestation rates and associated carbon emissions below a baseline (based either on a historical reference case or future projection). Countries that demonstrate emissions reductions may be able to sell those carbon credits on the international carbon market or elsewhere. These emissions reductions could simultaneously combat climate change, conserve biodiversity and protect other ecosystem goods and services.",carbon_sequestration,None,Mt C a^-1
carbon emissions from deforestation,4,0,"Political acceptance and implementation of climate policies aimed at reducing carbon emissions from deforestation will require resolution of scientific challenges. Foremost among these challenges is identifying feasible approaches to assess national-level carbon emissions from deforestation and degradation in developing countries. To estimate emissions, we need to know the area of cleared forest and the amount of carbon that was stored in those forests. Methods to assess tropical deforestation are described elsewhere (DeFries et al 2005, 2007, Herold and Johns 2007, Olander et al 2007, Achard et al 2007). The purpose of this paper is to synthesize options to estimate national-level forest biomass carbon stocks in developing countries and propose methods to link forest carbon and deforestation estimates. Here we compile, update and map prominent forest biomass carbon databases to create the first complete set of national-level estimates.2. Overview of forest carbon stock measurements",carbon_sequestration,None,Mt C a^-1
Southeast Asia's peat-swamp forests,6,0,"In many cases widely used values from look-up tables and correlations with aboveground biomass will be adequate to estimate carbon stocks in other pools. For example, root biomass is typically estimated to be 20% of the aboveground forest carbon stocks (e.g. Houghton et al 2001, Achard et al 2002, Ramankutty et al 2007) based on a predictive relationship established from extensive literature reviews (Cairns et al 1997, Mokany et al 2006). Similarly, dead wood or litter carbon stocks (down trees, standing dead, broken branches, leaves, etc) are generally assumed to be equivalent to ~10–20% of the aboveground forest carbon estimate in mature forests (Harmon and Sexton 1996, Delaney et al 1998, Houghton et al 2001, Achard et al 2002). Soil carbon stock estimation is not discussed here, but is critical to consider for regions such as Southeast Asia’s peat-swamp forests where soils are a massive source of carbon emissions following deforestation (Page et al 2002).",carbon_sequestration,None,Mt C a^-1
FAO (Food and Agricultural Organization of the United Nations) 2000 Global forest resources assessment 2000 FAO Forestry paper 140 479,81,0,"Dubayah R and Drake J B 2000 Lidar remote sensing for forestry applications J. Forestry 98 44–6FAO (Food and Agricultural Organization of the United Nations) 2000 Global forest resources assessment 2000 FAO Forestry paper 140 479FAO (Food and Agricultural Organization of the United Nations) 2005 FAO Statistical database 2005 available at http://faostat.fao.org/ (accessed 2005-09-06)Fearnside P M 2000 Global warming and tropical land-use change: greenhouse gas emissions from biomass burning, decomposition and soils in forest conversion, shifting cultivation and secondary vegetation Clim. Change 46 115–58Fearnside P M and Laurance W F 2003 Comment on ‘Determination of deforestation rates of the world’s humid tropical forests’ Science 299 1015Fearnside P M and Laurance W F 2004 Tropical deforestation and greenhouse gas emissions Ecological Appl. 14 982–6",carbon_sequestration,479,Mt C a^-1
Nepal,49,0,"<th>Gibbs and Brown (2007a, 2007b)</th>  </tr>  <tr><td>Myanmar</td><td>2843</td><td>5182</td><td>4867</td><td>4024</td><td>4754</td><td>2377–5182</td></tr>  <tr><td>Nepal</td><td>246</td><td>393</td><td>369</td><td>337</td><td>334</td><td>246–393</td></tr>  <tr><td>Nicaragua</td><td>930</td><td>1395</td><td>1275</td><td>972</td><td>—</td><td>930–1395</td></tr>  <tr><td>Nigeria</td><td>1805</td><td>1377</td><td>3952</td><td>1510</td><td>1278</td><td>1278–3952</td></tr>",carbon_sequestration,369,Mt C a^-1
Sandra Brown,0,0,"# Monitoring and estimating tropical forest carbon stocks: making REDD a reality**Holly K Gibbs$^{1}$, Sandra Brown$^{2}$, John O Niles$^{3}$ and Jonathan A Foley$^{1}$**$^{1}$ Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin, 1710 University Avenue, Madison, WI 53726, USA$^{2}$ Winrock International, Ecosystem Services Unit, 1621 N Kent Street, Suite 1200, Arlington, VA 22207, USA$^{3}$ Carbon Conservation, 1226 E Mason Street, Santa Barbara, CA 93103, USAReceived 14 August 2007Accepted for publication 1 November 2007Published 5 December 2007Online at stacks.iop.org/ERL/2/045023",carbon_sequestration,None,Mt C a^-1
Foody G M and Cutler M E J 2003 Tree diversity in protected and logged Bornean tropical rain forests and is measurement by satellite remote sensing J. Biogeogr. 30 1053–66,82,0,"Foody G M, Boyd D S and Cutler M E J 2003 Predictive relations of tropical forest biomass from Landsat TM data and their transferability between regions Remote Sens. Environ. 85 463–74Foody G M and Cutler M E J 2003 Tree diversity in protected and logged Bornean tropical rain forests and is measurement by satellite remote sensing J. Biogeogr. 30 1053–66Fuller D O 2006 Tropical forest monitoring and remote sensing: a new era of transparency in forest governance? Singap. J. Trop. Geogr. 27 15–29Fuller D O, Jessup T C and Salim A 2004 Forest loss in Kalimantan, Indonesia since the 1997–1998 El Nino event Conser. Biol. 18 249–54Gaston G, Brown S, Lorenzini M and Singh K D 1998 State and change in carbon pools in the forests of tropical Africa Glob. Change Biol. 4 97",carbon_sequestration,None,Mt C a^-1
Chave et al 2004,24,0,"Generalized allometric equations also have the major advantage of being based on larger numbers of trees that span a wider range of diameters (Brown 1997, Chave et al 2005). An extensive review of allometric equations concluded that the pan-tropic models were ‘the best available’ way to estimate forest biomass and recommended them over local allometric models that may be based on less than 100 destructively sampled trees (Chave et al 2004). Chave et al (2005) developed generalized allometric equations for the pan-tropics based on an exceptionally large dataset of 2410 trees that can be used to accurately estimate forest carbon stocks across a wide range of forest types.The effort required to develop species- or location-specific relationships will not typically improve accuracy (Chambers et al 2001, Keller et al 2001, Chave et al 2005) but occasionally a localized relationship is warranted, as generalized equationsTable 2. Biome-average tropical forest biomass carbon stock estimates (t C/ha)a.",carbon_sequestration,2410,Mt C a^-1
fragmented forests,47,0,"Stratification of systematic and random sampling schemes by broad forest types greatly increases survey efficiency by reducing unnecessary sampling and ensuring that major variation has been captured. It is important to assess how forest carbon stocks vary across a country before designing a stratified sampling scheme (Brown 2002). This information is used to define sampling strata or broad forest categories with similar forest carbon stocks. Information on soil types, drainage class, elevation, topography and land-use history are likely universally important to understanding the spatial distribution of carbon stocks. We recommend developing a ‘stratification matrix’ for each country or region using broad forest types (e.g. evergreen broadleaf, palm forests, semi-deciduous dry forests) and forest conditions such as drainage (e.g. flooded or dry), slope (e.g. steep or flat), level of degradation (e.g. logged, fragmented, pristine) and age (e.g. young fallow, secondary forest, mature) (figure 1).",carbon_sequestration,None,Mt C a^-1
Latin America,56,0,"b Based on Gibbs (2006), which translated and applied the original Olson <i>et al</i> (1983) data to the GLC 2000 land cover map. Olson <i>et al</i> (1983) is based on a large compilation of literature studies; please see on-line documentation for full list. The Olson ‘medium’ biomass estimates were used here. Note that Olson <i>et al</i> (1983) provides only a single value for all tropical forests (120 Mg C/ha) and for dry forest/woodland (60 Mg C/ha).c Note that mountain systems were included in these national-level estimates but excluded from table 2 because they cover a relatively small portion of the tropics and are not distinguished by other databases. Default IPCC Tier 1 values for above and belowground forest biomass carbon stocks for mountain systems are 69, 87, 81, and 122 t C/ha for Africa, Latin America, continental Southeast Asia, and insular Southeast Asia, respectively.",carbon_sequestration,87,Mt C a^-1
Africa,59,0,"Existing inventory data can be extrapolated across a country using empirical–statistical methods to compensate for imperfect sampling designs. Brown and colleagues (hereafter referred to as Brown) have advanced methods to use other spatially explicit data in a GIS analysis to compensate for missing or dubious inventory data and produce reliable maps of forest carbon stocks. Brown developed rule-based models based on climate, soils, topographic, population and land-use information to spatially extrapolate forest inventory data archived by the FAO and produce maps of forest carbon stocks in the 1980s (Brown et al 1993, Iverson et al 1994, Brown and Gaston 1995, Gaston et al 1998).Here, we updated the Brown forest carbon maps for Africa and Southeast Asia to account for major changes in forest cover 1980–2000 (Gibbs and Brown 2007a, 2007b). These maps provide the only forest carbon stock information for Southeast Asia and Africa that accounts for spatial variation in response to human and biophysical factors (figure 2).",carbon_sequestration,None,Mt C a^-1
carbon stocks,68,0,"To estimate carbon emissions it is necessary to know the area deforested and the amount of carbon these forests stored. Deforestation will likely be assessed using remote sensing and ideally the same observations will be used both to estimate deforestation and to design the forest carbon sampling matrix and scheme. If forest carbon stocks are collected according to a stratified sampling design it is important that deforestation is estimated for those same strata either through ‘wall-to-wall’ mapping or by ‘targeting sampling’ using the same stratified sampling scheme (DeFries et al 2005, 2007, Olander et al 2007). The average carbon stock value for each forest strata can be applied to the satellite-based forest map to estimate national-level forest carbon stocks or to a map of deforestation to estimate national-level forest emissions. Changes in carbon stocks and emissions could be monitored from satellite-based observations of deforestation once the broad spatial distribution of carbon stocks is well established (assuming deforestation and carbon assessments are compatible).",carbon_sequestration,None,Mt C a^-1
CAR,38,0,<tr><td>CAR</td><td>4059</td><td>3176</td><td>7405</td><td>3524</td><td>4096</td><td>3176–7405</td></tr>  <tr><td>Colombia</td><td>6737</td><td>10 085</td><td>11 467</td><td>2529</td><td>—</td><td>2529–11 467</td></tr>  <tr><td>Congo</td><td>3458</td><td>3549</td><td>5472</td><td>3740</td><td>4739</td><td>3458–5472</td></tr>  <tr><td>Costa Rica</td><td>471</td><td>704</td><td>593</td><td>493</td><td>—</td><td>471–704</td></tr>,carbon_sequestration,4059,Mt C a^-1
University of Wisconsin,0,0,"# Monitoring and estimating tropical forest carbon stocks: making REDD a reality**Holly K Gibbs$^{1}$, Sandra Brown$^{2}$, John O Niles$^{3}$ and Jonathan A Foley$^{1}$**$^{1}$ Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin, 1710 University Avenue, Madison, WI 53726, USA$^{2}$ Winrock International, Ecosystem Services Unit, 1621 N Kent Street, Suite 1200, Arlington, VA 22207, USA$^{3}$ Carbon Conservation, 1226 E Mason Street, Santa Barbara, CA 93103, USAReceived 14 August 2007Accepted for publication 1 November 2007Published 5 December 2007Online at stacks.iop.org/ERL/2/045023",carbon_sequestration,None,Mt C a^-1
IPCC,56,0,"b Based on Gibbs (2006), which translated and applied the original Olson <i>et al</i> (1983) data to the GLC 2000 land cover map. Olson <i>et al</i> (1983) is based on a large compilation of literature studies; please see on-line documentation for full list. The Olson ‘medium’ biomass estimates were used here. Note that Olson <i>et al</i> (1983) provides only a single value for all tropical forests (120 Mg C/ha) and for dry forest/woodland (60 Mg C/ha).c Note that mountain systems were included in these national-level estimates but excluded from table 2 because they cover a relatively small portion of the tropics and are not distinguished by other databases. Default IPCC Tier 1 values for above and belowground forest biomass carbon stocks for mountain systems are 69, 87, 81, and 122 t C/ha for Africa, Latin America, continental Southeast Asia, and insular Southeast Asia, respectively.",carbon_sequestration,"69 
87 
81 
122",Mt C a^-1
flooded forests,47,0,"Stratification of systematic and random sampling schemes by broad forest types greatly increases survey efficiency by reducing unnecessary sampling and ensuring that major variation has been captured. It is important to assess how forest carbon stocks vary across a country before designing a stratified sampling scheme (Brown 2002). This information is used to define sampling strata or broad forest categories with similar forest carbon stocks. Information on soil types, drainage class, elevation, topography and land-use history are likely universally important to understanding the spatial distribution of carbon stocks. We recommend developing a ‘stratification matrix’ for each country or region using broad forest types (e.g. evergreen broadleaf, palm forests, semi-deciduous dry forests) and forest conditions such as drainage (e.g. flooded or dry), slope (e.g. steep or flat), level of degradation (e.g. logged, fragmented, pristine) and age (e.g. young fallow, secondary forest, mature) (figure 1).",carbon_sequestration,None,Mt C a^-1
Africa,77,0,"Brown S, Burnham M, Delaney M, Vaca R, Powell M and Moreno A 2000 Issues and challenges for forest-based carbon-offset projects: a case study of the Noel Kempff Climate Action Project in Bolivia Mitigat. Adaptat. Strateg. Clim. Change 5 99–121Brown S and Gaston G 1995 Use of forest inventories and geographic information systems to estimate biomass density of tropical forests: applications to tropical Africa Environ. Monit. Assess. 38 157–68Brown S, Gillespie A and Lugo A E 1989 Biomass estimation methods for tropical forests with applications to forest inventory data Forest Sci. 35 881–902Brown S, Iverson L R, Prasad A and Liu D 1993 Geographic distribution of carbon in biomass and soils of tropical Asian forests Geocarto Int. 8 45–59Brown S and Lugo A E 1984 Biomass of tropical forests: a new estimate based on forest Science 223 1290–3Brown S and Lugo A E 1992 Aboveground biomass estimates for tropical moist forests of the Brazilian Amazon Interciencia 17 8–18",carbon_sequestration,38,Mt C a^-1
Brunei,37,0,<tr><td>Brunei</td><td>58</td><td>112</td><td>115</td><td>72</td><td>40</td><td>40–115</td></tr>  <tr><td>Burundi</td><td>69</td><td>51</td><td>43</td><td>55</td><td>9</td><td>9–69</td></tr>  <tr><td>Cambodia</td><td>1008</td><td>1800</td><td>1222</td><td>1334</td><td>1914</td><td>957–1914</td></tr>  <tr><td>Cameroon</td><td>3721</td><td>3454</td><td>6138</td><td>3695</td><td>3622</td><td>3454–6138</td></tr>,carbon_sequestration,58,Mt C a^-1
Brazilian Amazon,25,0,"<table>  <tr>    <th>Forest type or regionb</th>    <th>Houghton (1999)/DeFries et al (2002)c</th>    <th>Brown (1997)/Achard et al (2004)d</th>    <th>Gibbs and Brown (2007a, 2007b)e</th>    <th>IPCC (2006)f</th>  </tr>  <tr>    <td>Central America</td>    <td>—</td>    <td>—</td>    <td>—</td>    <td>—</td>  </tr>  <tr>    <td>Pan-Amazon</td>    <td>—</td>    <td>129</td>    <td>—</td>    <td>—</td>  </tr>  <tr>    <td>Brazilian Amazon</td>    <td>—</td>    <td>186</td>",carbon_sequestration,186,Mt C a^-1
Penman et al (2003),33,0,"f IPCC (2006) default values for forest biomass; based mostly on Penman et al (2003), which is in turn based on interpretation of compilations of published studies. We converted the biomass values presented in table 4.7 of IPCC (2006) to carbon stocks using the IPCC default 0.47 carbon fraction (McGroddy et al 2004). We added in the belowground carbon stocks using the ratio of belowground biomass to aboveground biomass in table 4.4 of IPCC (2006); Average values were used in all cases.g Values here are for continental and insular Southeast Asia, respectively.may not adequately represent all forest types in all areas. Destructive sampling of 2–3 large trees should be used to check the validity of an allometric equation for specific locations (Brown 2002). This type of validation will be particularly important for Africa where there are very few ground-based datasets to develop or validate allometric equations. For example, none of the trees Chave et al (2005) used to develop the generic allometric equations were from an African forest.4.1. Sampling approaches for collecting ground-based data",carbon_sequestration,None,Mt C a^-1
"Olander L P, Gibbs H K, Murray B C, Steininger M and Swenson J 2007 Data and methods to estimate national historical deforestation baselines in support of UNFCCC REDD Environ. Res. Lett. submitted",90,0,"Mokany K, Raison J R and Prokushkin A S 2006 Critical analysis of root-shoot rations in terrestrial biomes Glob. Change Biol. 12 84–96Nascimento H E M and Laurance W F 2002 Total aboveground biomass in central Amazonian rainforests: a landscape-scale study Forest Ecol. Manag. 168 311–21Niles J O 2002 Tropical forests and climate change Climate change policy: a survey ed S Schneider, A Rosencranz and J Niles (Washington, DC: Island Press)Olander L P, Gibbs H K, Murray B C, Steininger M and Swenson J 2007 Data and methods to estimate national historical deforestation baselines in support of UNFCCC REDD Environ. Res. Lett. submittedOlson J S, Watts J A and Allison L J 1983 Carbon in live vegetation of major world ecosystems ORNL-5862 (Oak Ridge, TN: Oak Ridge National Laboratory)",carbon_sequestration,None,Mt C a^-1
