title,author,year,chunk_id,context,name,date,location,ecosystem,measurement,value,context_score,parametric_score,units,validation_status
concordance of species composition patterns among microcrustaceans; rotifers and testate amoebae in a shallow pond,bini et al.,2007,490,"## 2. Methods



 
## 2.1. Study Area


The samples were gathered in Samambaia Lake (16¡35 ′ S, 49¡16 ′ W), which is a 33 years old pond, with an area of ca. 4 ha. Approximately, 10% of this area is covered by submerged aquatic plants (mainly Lindernia sp.). The average depth is about 3 m, with a maximum depth of 4.5 m. Since this pond is located inside the campus of the Federal University of Goiás (State of Goiás, Central Brazil), it is relatively protected from sewage drains and other impacts (BRANDÃO and KRAVCHENKO, 1997). Total P, nitrate  and  nitrate  concentrations  ranged  from  1  to  160 µ g/L,  0.99  to  710 µ g/L and 9 to 100.5 µ g/L, respectively, with median concentrations of 33 µ g/L, 83.9 µ g/L and 44.2 µ g/L (NOGUEIRA, 1999).




 
## 2.2. Sampling


Samples were gathered on August 2003 (dry period) and January 2004 (rainy period), on nine sites distributed along the major axis of the pond (Fig. 1). On each site, 1000 L of water were filtered over a 70 µ m zooplankton net, using a suction pump. Samples were fixed with 4% formaldehyde and concentrated to a standard volume of 500 mL.



Testate  amoebae,  microcrustaceans  and  rotifers  were  counted  in  a  Sedgwick-Rafter  counting  cell using a stereomicroscope and were expressed as individuals per liter.



The following abiotic variables were determined with a HORIBA U - 10 water quality meter: pH, dissolved oxygen, conductivity and water temperature. Water transparency (Secchi disk) and depth values were also recorded in all sites.",Samambaia Lake,,"Federal University of Goiás (State of Goiás, Central Brazil)",pond,tp,33,42.10750961303711,1.9154505729675293,µg/L,
conservation of pond systems: a case study of intractability; brown moss; uk,chaichana; ratcha; leah; rick; moss; brian,2011,523,"Nutrient concentrations of all study pools were generally very high with average SRP concentrations, l g l -1 (overall mean values of SRP 444 l g l -1 , TP 624 l g l -1 , ammonium nitrogen 1,104 l g l -1 , nitrate nitrogen 0.02 mg l -1 , TN 3 mg l -1 ). Concentrations of ammonium nitrogen ranged from 66 to 3,680 l g l -1 , nitrate from 0.03 to 2.03 mg l -1 and TN from 2.4 to 6.4 mg l -1 . Winter and summer values of nutrients in each pool are given in Table 3. Phosphorus tended to increase markedly in summer and nitrate to decrease. Chlorophyll a concentrations ranged from 14 to 140 l g l -1 . Bray-Curtis analysis of nutrients (TP and TN) showed that the study pools at Brown Moss can be divided into three groups. The first group (pools 3 and 4) had relatively low nutrient concentrations compared with other pools. Close similarities among pools 6, 7, 10, 11and14werefound,withthesepoolsinasecondgroup with high concentrations of nutrients. The last group is composed of pools 1, 2 and 12 with waters that had very high concentrations of nutrients.



All pools were hypereutrophic (with TP values greater than 100 l g l -1 and TN values greater than 1,500 l g l -1 ). TN:TP ratios also suggested that pools 1, 2, 7, 10 and 12 were nitrogen limited with TN:TP ratios by mass lower than 10. In contrast, phosphorus could have been limiting in pool 4 where the TN:TP ratio was greater than 17. TN:TP ratios of pools 3, 6, 11 and 14 were between 10 and 17 suggesting that phosphorus or nitrogen could be limiting.",Pool 7,,Brown Moss,pond,tp,624,42.43198013305664,1.876495122909546,mg/L,
conservation of pond systems: a case study of intractability; brown moss; uk,chaichana; ratcha; leah; rick; moss; brian,2011,523,"Nutrient concentrations of all study pools were generally very high with average SRP concentrations, l g l -1 (overall mean values of SRP 444 l g l -1 , TP 624 l g l -1 , ammonium nitrogen 1,104 l g l -1 , nitrate nitrogen 0.02 mg l -1 , TN 3 mg l -1 ). Concentrations of ammonium nitrogen ranged from 66 to 3,680 l g l -1 , nitrate from 0.03 to 2.03 mg l -1 and TN from 2.4 to 6.4 mg l -1 . Winter and summer values of nutrients in each pool are given in Table 3. Phosphorus tended to increase markedly in summer and nitrate to decrease. Chlorophyll a concentrations ranged from 14 to 140 l g l -1 . Bray-Curtis analysis of nutrients (TP and TN) showed that the study pools at Brown Moss can be divided into three groups. The first group (pools 3 and 4) had relatively low nutrient concentrations compared with other pools. Close similarities among pools 6, 7, 10, 11and14werefound,withthesepoolsinasecondgroup with high concentrations of nutrients. The last group is composed of pools 1, 2 and 12 with waters that had very high concentrations of nutrients.



All pools were hypereutrophic (with TP values greater than 100 l g l -1 and TN values greater than 1,500 l g l -1 ). TN:TP ratios also suggested that pools 1, 2, 7, 10 and 12 were nitrogen limited with TN:TP ratios by mass lower than 10. In contrast, phosphorus could have been limiting in pool 4 where the TN:TP ratio was greater than 17. TN:TP ratios of pools 3, 6, 11 and 14 were between 10 and 17 suggesting that phosphorus or nitrogen could be limiting.",Pool 11,,Brown Moss,pond,tp,624,42.83964920043945,1.894606113433838,mg/L,
conservation of pond systems: a case study of intractability; brown moss; uk,chaichana; ratcha; leah; rick; moss; brian,2011,523,"Nutrient concentrations of all study pools were generally very high with average SRP concentrations, l g l -1 (overall mean values of SRP 444 l g l -1 , TP 624 l g l -1 , ammonium nitrogen 1,104 l g l -1 , nitrate nitrogen 0.02 mg l -1 , TN 3 mg l -1 ). Concentrations of ammonium nitrogen ranged from 66 to 3,680 l g l -1 , nitrate from 0.03 to 2.03 mg l -1 and TN from 2.4 to 6.4 mg l -1 . Winter and summer values of nutrients in each pool are given in Table 3. Phosphorus tended to increase markedly in summer and nitrate to decrease. Chlorophyll a concentrations ranged from 14 to 140 l g l -1 . Bray-Curtis analysis of nutrients (TP and TN) showed that the study pools at Brown Moss can be divided into three groups. The first group (pools 3 and 4) had relatively low nutrient concentrations compared with other pools. Close similarities among pools 6, 7, 10, 11and14werefound,withthesepoolsinasecondgroup with high concentrations of nutrients. The last group is composed of pools 1, 2 and 12 with waters that had very high concentrations of nutrients.



All pools were hypereutrophic (with TP values greater than 100 l g l -1 and TN values greater than 1,500 l g l -1 ). TN:TP ratios also suggested that pools 1, 2, 7, 10 and 12 were nitrogen limited with TN:TP ratios by mass lower than 10. In contrast, phosphorus could have been limiting in pool 4 where the TN:TP ratio was greater than 17. TN:TP ratios of pools 3, 6, 11 and 14 were between 10 and 17 suggesting that phosphorus or nitrogen could be limiting.",Pool 12,,Brown Moss,pond,tp,624,42.972312927246094,1.8916890621185305,mg/L,
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,570,"## Habitat characteristics


Each habitat type supported significantly different zooplankton communities (refer to results of PERMANOV A and pairwise comparisons), including between drains and CTWs. Habitat morphologies including surface area, water depth and macrophyte cover were most strongly associated with variations in zooplankton composition, whilst significant water quality parameters included pH, conductivity, iron flocculant and concentrations of PO4-P and inorganic-N. Drain habitats were smaller and shallower than CTWs, with dense macrophyte cover, high concentrations of NH4-N and NO3-N, and high frequency of iron flocculant occurrence. CTW habitats were intermediate in size between lakes and drains, relatively deep and with high Chl a , Org-N and VSS concentrations, indicative of elevated phytoplankton biomass. Levels of PO4-P were also highest in CTWs, particularly in those with low pH. Lakes were naturally the largest habitats and moderately deep with warmer water temperatures, high DO and neutral pH. Similar to CTW habitats, lakes had elevated Chl a , Org-N and VSS concentrations due to high phytoplankton densities, which in turn supported greater zooplankton abundances.



As evidenced by the results from this study, dense macrophyte cover in small, shallow watercourses suppresses phytoplankton growth and can cause stagnant, reducing conditions, elevating NH4-N levels. Nonetheless, while excessive macrophyte growth can have negative impacts on stream



communities (Collier et al. 1999), macrophytes improve the structural complexity of freshwater habitats and strongly influence community structure and diversity (Warfe and Barmuta 2006; Lucena-Moya and Duggan 2011).",CTWs,,,wetland,tp,NoneWs,57.88333511352539,2.776569604873657,mg/L,
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,577,"## Table 1 Characteristics of the study lakes including morphology, trophic status, Trophic Level Index (TLI), water clarity, and average concentrations of chlorophyll a (Chl a ), total phosphorus (TP) and total nitrogen (TN), number of major in-flows, number of CTWs and CTW codes

| Lake code | Kainui | Kaituna | Komakorau | Koromatua | Serpentine North |
|-----------|--------|---------|-----------|-----------|------------------|
| Lake area (ha) | 25 | 15 | 3 | 7 | 5 |
| Max. depth (m) | 6.7 | 1.3 | 1.1 | 0.8 | 3.8 |
| Catchment area (ha) | 260 | 589 | 619 | 67 | 163 |
| Trophic state | Hypertrophic | Hypertrophic | Hypertrophic | Hypertrophic | Eutrophic |
| TLI | 6.18 | 6.00 | 6.22 | 6.99 | 4.48 |
| Secchi depth (m) | 0.50 | 0.32 | 0.20 | 0.14 | 2.02 |
| Chl a (mg m$^{-3}$) | 45 | 6 | 9 | 32 | 4 |
| TP (mg m$^{-3}$) | 72 | 208 | 200 | 938 | 48 |
| TN (mg m$^{-3}$) | 3041 | 2509 | 2488 | 1492 | 570 |
| Inflows (n) | 10 | 10 | 3 | 3 | 2 |
| CTWs (n) | 9 | 10 | 3 | 3 | 1 |
| CTW codes | KN1, KN2, KN3, KN4, KN5, KN6, KN7, KN8, KN9 | KT1, KT2, KT3, KT4, KT5, KT6, KT7, KT8, KT9, KT10 | KO1, KO2, KO3 | KR1, KR2, KR3 | SN1 |",Kainui,,,lake,tp,72,44.48017883300781,1.8599293231964111,mg/L,
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,577,"## Table 1 Characteristics of the study lakes including morphology, trophic status, Trophic Level Index (TLI), water clarity, and average concentrations of chlorophyll a (Chl a ), total phosphorus (TP) and total nitrogen (TN), number of major in-flows, number of CTWs and CTW codes

| Lake code | Kainui | Kaituna | Komakorau | Koromatua | Serpentine North |
|-----------|--------|---------|-----------|-----------|------------------|
| Lake area (ha) | 25 | 15 | 3 | 7 | 5 |
| Max. depth (m) | 6.7 | 1.3 | 1.1 | 0.8 | 3.8 |
| Catchment area (ha) | 260 | 589 | 619 | 67 | 163 |
| Trophic state | Hypertrophic | Hypertrophic | Hypertrophic | Hypertrophic | Eutrophic |
| TLI | 6.18 | 6.00 | 6.22 | 6.99 | 4.48 |
| Secchi depth (m) | 0.50 | 0.32 | 0.20 | 0.14 | 2.02 |
| Chl a (mg m$^{-3}$) | 45 | 6 | 9 | 32 | 4 |
| TP (mg m$^{-3}$) | 72 | 208 | 200 | 938 | 48 |
| TN (mg m$^{-3}$) | 3041 | 2509 | 2488 | 1492 | 570 |
| Inflows (n) | 10 | 10 | 3 | 3 | 2 |
| CTWs (n) | 9 | 10 | 3 | 3 | 1 |
| CTW codes | KN1, KN2, KN3, KN4, KN5, KN6, KN7, KN8, KN9 | KT1, KT2, KT3, KT4, KT5, KT6, KT7, KT8, KT9, KT10 | KO1, KO2, KO3 | KR1, KR2, KR3 | SN1 |",Kaituna,,,lake,tp,208,43.81409454345703,1.852986216545105,mg/L,
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,577,"## Table 1 Characteristics of the study lakes including morphology, trophic status, Trophic Level Index (TLI), water clarity, and average concentrations of chlorophyll a (Chl a ), total phosphorus (TP) and total nitrogen (TN), number of major in-flows, number of CTWs and CTW codes

| Lake code | Kainui | Kaituna | Komakorau | Koromatua | Serpentine North |
|-----------|--------|---------|-----------|-----------|------------------|
| Lake area (ha) | 25 | 15 | 3 | 7 | 5 |
| Max. depth (m) | 6.7 | 1.3 | 1.1 | 0.8 | 3.8 |
| Catchment area (ha) | 260 | 589 | 619 | 67 | 163 |
| Trophic state | Hypertrophic | Hypertrophic | Hypertrophic | Hypertrophic | Eutrophic |
| TLI | 6.18 | 6.00 | 6.22 | 6.99 | 4.48 |
| Secchi depth (m) | 0.50 | 0.32 | 0.20 | 0.14 | 2.02 |
| Chl a (mg m$^{-3}$) | 45 | 6 | 9 | 32 | 4 |
| TP (mg m$^{-3}$) | 72 | 208 | 200 | 938 | 48 |
| TN (mg m$^{-3}$) | 3041 | 2509 | 2488 | 1492 | 570 |
| Inflows (n) | 10 | 10 | 3 | 3 | 2 |
| CTWs (n) | 9 | 10 | 3 | 3 | 1 |
| CTW codes | KN1, KN2, KN3, KN4, KN5, KN6, KN7, KN8, KN9 | KT1, KT2, KT3, KT4, KT5, KT6, KT7, KT8, KT9, KT10 | KO1, KO2, KO3 | KR1, KR2, KR3 | SN1 |",Komakorau,,,lake,tp,200,47.513919830322266,1.8526142835617063,mg m$^{-3}$,
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,577,"## Table 1 Characteristics of the study lakes including morphology, trophic status, Trophic Level Index (TLI), water clarity, and average concentrations of chlorophyll a (Chl a ), total phosphorus (TP) and total nitrogen (TN), number of major in-flows, number of CTWs and CTW codes

| Lake code | Kainui | Kaituna | Komakorau | Koromatua | Serpentine North |
|-----------|--------|---------|-----------|-----------|------------------|
| Lake area (ha) | 25 | 15 | 3 | 7 | 5 |
| Max. depth (m) | 6.7 | 1.3 | 1.1 | 0.8 | 3.8 |
| Catchment area (ha) | 260 | 589 | 619 | 67 | 163 |
| Trophic state | Hypertrophic | Hypertrophic | Hypertrophic | Hypertrophic | Eutrophic |
| TLI | 6.18 | 6.00 | 6.22 | 6.99 | 4.48 |
| Secchi depth (m) | 0.50 | 0.32 | 0.20 | 0.14 | 2.02 |
| Chl a (mg m$^{-3}$) | 45 | 6 | 9 | 32 | 4 |
| TP (mg m$^{-3}$) | 72 | 208 | 200 | 938 | 48 |
| TN (mg m$^{-3}$) | 3041 | 2509 | 2488 | 1492 | 570 |
| Inflows (n) | 10 | 10 | 3 | 3 | 2 |
| CTWs (n) | 9 | 10 | 3 | 3 | 1 |
| CTW codes | KN1, KN2, KN3, KN4, KN5, KN6, KN7, KN8, KN9 | KT1, KT2, KT3, KT4, KT5, KT6, KT7, KT8, KT9, KT10 | KO1, KO2, KO3 | KR1, KR2, KR3 | SN1 |",Koromatua,,,lake,tp,938,44.07042694091797,1.8240864276885984,mg m$^{-3}$,
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,577,"## Table 1 Characteristics of the study lakes including morphology, trophic status, Trophic Level Index (TLI), water clarity, and average concentrations of chlorophyll a (Chl a ), total phosphorus (TP) and total nitrogen (TN), number of major in-flows, number of CTWs and CTW codes

| Lake code | Kainui | Kaituna | Komakorau | Koromatua | Serpentine North |
|-----------|--------|---------|-----------|-----------|------------------|
| Lake area (ha) | 25 | 15 | 3 | 7 | 5 |
| Max. depth (m) | 6.7 | 1.3 | 1.1 | 0.8 | 3.8 |
| Catchment area (ha) | 260 | 589 | 619 | 67 | 163 |
| Trophic state | Hypertrophic | Hypertrophic | Hypertrophic | Hypertrophic | Eutrophic |
| TLI | 6.18 | 6.00 | 6.22 | 6.99 | 4.48 |
| Secchi depth (m) | 0.50 | 0.32 | 0.20 | 0.14 | 2.02 |
| Chl a (mg m$^{-3}$) | 45 | 6 | 9 | 32 | 4 |
| TP (mg m$^{-3}$) | 72 | 208 | 200 | 938 | 48 |
| TN (mg m$^{-3}$) | 3041 | 2509 | 2488 | 1492 | 570 |
| Inflows (n) | 10 | 10 | 3 | 3 | 2 |
| CTWs (n) | 9 | 10 | 3 | 3 | 1 |
| CTW codes | KN1, KN2, KN3, KN4, KN5, KN6, KN7, KN8, KN9 | KT1, KT2, KT3, KT4, KT5, KT6, KT7, KT8, KT9, KT10 | KO1, KO2, KO3 | KR1, KR2, KR3 | SN1 |",Serpentine North,,,lake,tp,48,45.377044677734375,1.8617067337036133,mg/L,
biodiversity of constructed wetlands for wastewater treatment,hsu,2011,251,"## Table 7 Variables that significantly (Monte Carlo permutation tests, p < 0.1) explained the community structures of birds, fishes, and aquatic macroinvertebrates in the constructed wetlands. Variables that best explain the variance in biotic community structure are ranked first, while the remaining variables are ranked on the basis of the additional fit based on model selection.

| Selected variables                        | F-value | p-value | Variance explained | Correlation |
|------------------------------------------|---------|---------|--------------------|-------------|
|                                          |         |         |                    | Axis 1      | Axis 2    |
| Birds                                    |         |         |                    |             |           |
| Water temperature                        | 3.82    | 0.001   | 0.18               | -0.68       | -0.09     |
| pH                                       | 2.71    | 0.001   | 0.13               | -0.30       | 0.30      |
| Species richness of fish                 | 2.69    | 0.001   | 0.12               | -0.33       | -0.02     |
| Wetland area                             | 2.28    | 0.002   | 0.10               | -0.37       | 0.30      |
| Species richness of aquatic macrophytes  | 2.58    | 0.001   | 0.12               | -0.23       | -0.48     |
| Total phosphorus                         | 1.98    | 0.001   | 0.08               | 0.13        | 0.06      |
| Suspended solids                         | 1.64    | 0.032   | 0.07               | -0.29       | 0.32      |
| Phytoplankton chlorophyll a             | 1.61    | 0.034   | 0.07               | -0.34       | 0.19      |
| Density of aquatic macroinvertebrates    | 1.65    | 0.014   | 0.07               | 0.11        | -0.16     |
| Fish abundance                           | 1.53    | 0.058   | 0.07               | -0.27       | -0.02     |
| Fishes                                   |         |         |                    |             |           |
| Wetland area                             | 6.24    | 0.002   | 0.11               | -0.35       | -0.38     |
| $H'$ of aquatic macrophytes              | 8.51    | 0.001   | 0.13               | 0.41        | -0.02     |
| Dissolved oxygen                         | 4.45    | 0.07    | 0.06               | 0.10        | -0.42     |
| Suspended solids                         | 3.87    | 0.023   | 0.05               | -0.22       | 0.14      |
| Total phosphorus                         | 2.44    | 0.072   | 0.04               | 0.32        | -0.05     |
| Chemical oxygen demand                   | 3.80    | 0.026   | 0.04               | -0.07       | 0.08      |
| Density of aquatic macroinvertebrates    | 2.64    | 0.067   | 0.03               | 0.22        | 0.49      |
| Aquatic macroinvertebrates               |         |         |                    |             |           |
| Species richness of fish                 | 7.03    | 0.001   | 0.07               | -0.43       | -0.39     |
| Cover of aquatic macrophytes             | 5.87    | 0.001   | 0.05               | -0.32       | 0.42      |
| Conductivity                             | 3.39    | 0.002   | 0.03               | 0.44        | -0.04     |
| Water temperature                        | 2.78    | 0.006   | 0.03               | -0.29       | 0.08      |
| pH                                       | 2.12    | 0.034   | 0.01               | -0.03       | -0.04     |
| Dissolved oxygen                         | 1.87    | 0.047   | 0.02               | -0.38       | -0.18     |
| Species richness of aquatic macrophytes  | 1.86    | 0.038   | 0.02               | -0.17       | -0.01     |",wetlands,,,wetland,chla,Ph.07,90.0247573852539,3.6552557945251465,µg/L,
biodiversity of constructed wetlands for wastewater treatment,hsu,2011,251,"## Table 7 Variables that significantly (Monte Carlo permutation tests, p < 0.1) explained the community structures of birds, fishes, and aquatic macroinvertebrates in the constructed wetlands. Variables that best explain the variance in biotic community structure are ranked first, while the remaining variables are ranked on the basis of the additional fit based on model selection.

| Selected variables                        | F-value | p-value | Variance explained | Correlation |
|------------------------------------------|---------|---------|--------------------|-------------|
|                                          |         |         |                    | Axis 1      | Axis 2    |
| Birds                                    |         |         |                    |             |           |
| Water temperature                        | 3.82    | 0.001   | 0.18               | -0.68       | -0.09     |
| pH                                       | 2.71    | 0.001   | 0.13               | -0.30       | 0.30      |
| Species richness of fish                 | 2.69    | 0.001   | 0.12               | -0.33       | -0.02     |
| Wetland area                             | 2.28    | 0.002   | 0.10               | -0.37       | 0.30      |
| Species richness of aquatic macrophytes  | 2.58    | 0.001   | 0.12               | -0.23       | -0.48     |
| Total phosphorus                         | 1.98    | 0.001   | 0.08               | 0.13        | 0.06      |
| Suspended solids                         | 1.64    | 0.032   | 0.07               | -0.29       | 0.32      |
| Phytoplankton chlorophyll a             | 1.61    | 0.034   | 0.07               | -0.34       | 0.19      |
| Density of aquatic macroinvertebrates    | 1.65    | 0.014   | 0.07               | 0.11        | -0.16     |
| Fish abundance                           | 1.53    | 0.058   | 0.07               | -0.27       | -0.02     |
| Fishes                                   |         |         |                    |             |           |
| Wetland area                             | 6.24    | 0.002   | 0.11               | -0.35       | -0.38     |
| $H'$ of aquatic macrophytes              | 8.51    | 0.001   | 0.13               | 0.41        | -0.02     |
| Dissolved oxygen                         | 4.45    | 0.07    | 0.06               | 0.10        | -0.42     |
| Suspended solids                         | 3.87    | 0.023   | 0.05               | -0.22       | 0.14      |
| Total phosphorus                         | 2.44    | 0.072   | 0.04               | 0.32        | -0.05     |
| Chemical oxygen demand                   | 3.80    | 0.026   | 0.04               | -0.07       | 0.08      |
| Density of aquatic macroinvertebrates    | 2.64    | 0.067   | 0.03               | 0.22        | 0.49      |
| Aquatic macroinvertebrates               |         |         |                    |             |           |
| Species richness of fish                 | 7.03    | 0.001   | 0.07               | -0.43       | -0.39     |
| Cover of aquatic macrophytes             | 5.87    | 0.001   | 0.05               | -0.32       | 0.42      |
| Conductivity                             | 3.39    | 0.002   | 0.03               | 0.44        | -0.04     |
| Water temperature                        | 2.78    | 0.006   | 0.03               | -0.29       | 0.08      |
| pH                                       | 2.12    | 0.034   | 0.01               | -0.03       | -0.04     |
| Dissolved oxygen                         | 1.87    | 0.047   | 0.02               | -0.38       | -0.18     |
| Species richness of aquatic macrophytes  | 1.86    | 0.038   | 0.02               | -0.17       | -0.01     |",ponds,,,pond,chla,Phytoplankton chlorophyll a,186.50592041015625,9.192546844482422,µg/L,
biodiversity of constructed wetlands for wastewater treatment,hsu,2011,251,"## Table 7 Variables that significantly (Monte Carlo permutation tests, p < 0.1) explained the community structures of birds, fishes, and aquatic macroinvertebrates in the constructed wetlands. Variables that best explain the variance in biotic community structure are ranked first, while the remaining variables are ranked on the basis of the additional fit based on model selection.

| Selected variables                        | F-value | p-value | Variance explained | Correlation |
|------------------------------------------|---------|---------|--------------------|-------------|
|                                          |         |         |                    | Axis 1      | Axis 2    |
| Birds                                    |         |         |                    |             |           |
| Water temperature                        | 3.82    | 0.001   | 0.18               | -0.68       | -0.09     |
| pH                                       | 2.71    | 0.001   | 0.13               | -0.30       | 0.30      |
| Species richness of fish                 | 2.69    | 0.001   | 0.12               | -0.33       | -0.02     |
| Wetland area                             | 2.28    | 0.002   | 0.10               | -0.37       | 0.30      |
| Species richness of aquatic macrophytes  | 2.58    | 0.001   | 0.12               | -0.23       | -0.48     |
| Total phosphorus                         | 1.98    | 0.001   | 0.08               | 0.13        | 0.06      |
| Suspended solids                         | 1.64    | 0.032   | 0.07               | -0.29       | 0.32      |
| Phytoplankton chlorophyll a             | 1.61    | 0.034   | 0.07               | -0.34       | 0.19      |
| Density of aquatic macroinvertebrates    | 1.65    | 0.014   | 0.07               | 0.11        | -0.16     |
| Fish abundance                           | 1.53    | 0.058   | 0.07               | -0.27       | -0.02     |
| Fishes                                   |         |         |                    |             |           |
| Wetland area                             | 6.24    | 0.002   | 0.11               | -0.35       | -0.38     |
| $H'$ of aquatic macrophytes              | 8.51    | 0.001   | 0.13               | 0.41        | -0.02     |
| Dissolved oxygen                         | 4.45    | 0.07    | 0.06               | 0.10        | -0.42     |
| Suspended solids                         | 3.87    | 0.023   | 0.05               | -0.22       | 0.14      |
| Total phosphorus                         | 2.44    | 0.072   | 0.04               | 0.32        | -0.05     |
| Chemical oxygen demand                   | 3.80    | 0.026   | 0.04               | -0.07       | 0.08      |
| Density of aquatic macroinvertebrates    | 2.64    | 0.067   | 0.03               | 0.22        | 0.49      |
| Aquatic macroinvertebrates               |         |         |                    |             |           |
| Species richness of fish                 | 7.03    | 0.001   | 0.07               | -0.43       | -0.39     |
| Cover of aquatic macrophytes             | 5.87    | 0.001   | 0.05               | -0.32       | 0.42      |
| Conductivity                             | 3.39    | 0.002   | 0.03               | 0.44        | -0.04     |
| Water temperature                        | 2.78    | 0.006   | 0.03               | -0.29       | 0.08      |
| pH                                       | 2.12    | 0.034   | 0.01               | -0.03       | -0.04     |
| Dissolved oxygen                         | 1.87    | 0.047   | 0.02               | -0.38       | -0.18     |
| Species richness of aquatic macrophytes  | 1.86    | 0.038   | 0.02               | -0.17       | -0.01     |",lakes,,,lake,chla,Ph.07,89.68978881835938,3.657747268676758,µg/L,
carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,einola et al,2011,353,"## Table 2. Chemical Characteristics of Water in the Study Lakes in 1990 -2009 a

|                | Total Organic Carbon (mg C L$^{-1}$) | Dissolved Inorganic Carbon (mg C L$^{-1}$) | pH | Alkalinity (mmol L$^{-1}$) | Total N (mg m$^{-3}$) | Total P (mg m$^{-3}$) | Chl-$\alpha$ (mg m$^{-3}$) | Fe (g m$^{-3}$) |
|----------------|--------------------------------------|--------------------------------------------|----|---------------------------|----------------------|----------------------|-------------------------|------------------|
| Valkea-Kotinen (1) | 12.0 ± 1.8                           | 1.1 ± 0.7                                  | 5.4 ± 0.2 | 0.013 ± 0.013            | 499 ± 88             | 17.7 ± 5.8            | 15.1 ± 10.7         | 0.27 ± 0.08      |
| Alinen Rautjärvi (2) | 10.4 ± 1.5                           | 3.2 ± 1.6                                  | 6.5 ± 0.3 | 0.12 ± 0.03              | 482 ± 75             | 20.9 ± 6.4            | 16.4 ± 15.0         | 0.65 ± 0.19      |
| Ekojärvi (3)       | 14.0 ± 2.2                           | 2.0 ± 0.3                                  | 6.7 ± 0.3 | 0.15 ± 0.03              | 637 ± 146            | 18.3 ± 4.4            | 17.1 ± 14.4         | 1.1 ± 0.1        |
| Kuohijärvi (4)     | 5.5 ± 0.4                            | 2.3 ± 0.05                                 | 7.1 ± 0.1 | 0.18 ± 0.01              | 402 ± 42             | 7.2 ± 1.7             | 3.1 ± 0.5          | 0.06 ± 0.02      |
| Kukkia (5)         | 5.1 ± 0.3                            | 2.7 ± 0.2                                  | 7.1 ± 0.2 | 0.20 ± 0.02              | 339 ± 49             | 9.6 ± 2.4             | 3.8 ± 1.2          | 0.05 ± 0.02      |",Valkea-Kotinen,1990-2009,,lake,chla,15.1 ± 10.7,238.77333068847656,8.332398414611816,mg/L,
carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,einola et al,2011,353,"## Table 2. Chemical Characteristics of Water in the Study Lakes in 1990 -2009 a

|                | Total Organic Carbon (mg C L$^{-1}$) | Dissolved Inorganic Carbon (mg C L$^{-1}$) | pH | Alkalinity (mmol L$^{-1}$) | Total N (mg m$^{-3}$) | Total P (mg m$^{-3}$) | Chl-$\alpha$ (mg m$^{-3}$) | Fe (g m$^{-3}$) |
|----------------|--------------------------------------|--------------------------------------------|----|---------------------------|----------------------|----------------------|-------------------------|------------------|
| Valkea-Kotinen (1) | 12.0 ± 1.8                           | 1.1 ± 0.7                                  | 5.4 ± 0.2 | 0.013 ± 0.013            | 499 ± 88             | 17.7 ± 5.8            | 15.1 ± 10.7         | 0.27 ± 0.08      |
| Alinen Rautjärvi (2) | 10.4 ± 1.5                           | 3.2 ± 1.6                                  | 6.5 ± 0.3 | 0.12 ± 0.03              | 482 ± 75             | 20.9 ± 6.4            | 16.4 ± 15.0         | 0.65 ± 0.19      |
| Ekojärvi (3)       | 14.0 ± 2.2                           | 2.0 ± 0.3                                  | 6.7 ± 0.3 | 0.15 ± 0.03              | 637 ± 146            | 18.3 ± 4.4            | 17.1 ± 14.4         | 1.1 ± 0.1        |
| Kuohijärvi (4)     | 5.5 ± 0.4                            | 2.3 ± 0.05                                 | 7.1 ± 0.1 | 0.18 ± 0.01              | 402 ± 42             | 7.2 ± 1.7             | 3.1 ± 0.5          | 0.06 ± 0.02      |
| Kukkia (5)         | 5.1 ± 0.3                            | 2.7 ± 0.2                                  | 7.1 ± 0.2 | 0.20 ± 0.02              | 339 ± 49             | 9.6 ± 2.4             | 3.8 ± 1.2          | 0.05 ± 0.02      |",Alinen Rautjärvi,1990-2009,,lake,chla,16.4 ± 15.0,235.24171447753903,8.298186302185059,µg/L,
